2019-10-05 04:42:49.142567	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_slims=DNA+binding&assay_title=Control+ChIP-seq&assembly=GRCh38&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Description	Lab	Project	Status	Files	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Age	Age units	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR331OJY/	ENCSR331OJY	ChIP-seq	Control ChIP-seq	Control		K562	K562	Control ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF833ZOA/,/files/ENCFF183RWB/,/files/ENCFF413LCN/,/files/ENCFF466LEC/,/files/ENCFF848AQB/,/files/ENCFF323AVQ/,/files/ENCFF936VXD/,/files/ENCFF092OEQ/,/files/ENCFF584DCN/,/files/ENCFF616UEH/	ENCBS819AUE,ENCBS097LJT	1,2	1		Homo sapiens	adult	53	year										/replicates/20c0954b-bd20-453d-aa0e-8e79a2edaa7d/,/replicates/78c108c9-8c4d-475b-bd67-3558356e71d7/
/experiments/ENCSR949BZP/	ENCSR949BZP	ChIP-seq	Control ChIP-seq	Control		A549	A549	Control ChIP-seq on human A549	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF363ZAJ/,/files/ENCFF071MKT/,/files/ENCFF002ECL/,/files/ENCFF002ECM/,/files/ENCFF425JYG/,/files/ENCFF863STQ/,/files/ENCFF424XCA/,/files/ENCFF949XNJ/,/files/ENCFF563GBN/,/files/ENCFF918AJW/	ENCBS611JSC,ENCBS848SUF	1,2	1		Homo sapiens	adult	58	year										/replicates/bab9c15d-27ed-4fe2-9433-ed9cab6c1d91/,/replicates/a3061800-0e73-4359-8bf2-0fefa9ec1d73/
/experiments/ENCSR899XXQ/	ENCSR899XXQ	ChIP-seq	Control ChIP-seq	Control		SK-N-MC	SK-N-MC	Control ChIP-seq using SK-N-MC cell line which was previously described as a neuroepithelioma (ATCC HTB-10). However recent evidence reveals it is Ewing's Sarcoma (www.ncbi.nlm.nih.gov/pubmed/15548687, www.ncbi.nlm.nih.gov/biosample/3151999, www.ncbi.nlm.nih.gov/pubmed/25453903).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF117MJR/,/files/ENCFF505NFA/,/files/ENCFF321VYX/,/files/ENCFF215EPF/,/files/ENCFF874VZF/,/files/ENCFF167TUG/,/files/ENCFF505ZSL/,/files/ENCFF131TJA/,/files/ENCFF989JQG/	ENCBS203EZT,ENCBS556HGY	2,1	1,2		Homo sapiens	child	14	year										/replicates/24703617-2a72-4589-bc00-8aebfb2f9771/,/replicates/cc8d2f67-edad-45d7-a314-68066c7a8f02/,/replicates/67db3bae-9e3f-4115-bf73-f374717ec59b/
/experiments/ENCSR232ABT/	ENCSR232ABT	ChIP-seq	Control ChIP-seq	Control		chorion male embryo (16 weeks)	chorion		Joseph Costello, UCSF	Roadmap	released	/files/SRR2172776/,/files/ENCFF740VNQ/,/files/ENCFF504IXT/,/files/ENCFF615OYK/,/files/ENCFF019XUS/,/files/ENCFF588BUY/	ENCBS167GLR	1	1		Homo sapiens	embryonic	16	week										/replicates/f245b67c-0d81-41bb-a10f-1d4c2871c049/
/experiments/ENCSR457PLC/	ENCSR457PLC	ChIP-seq	Control ChIP-seq	Control		K562	K562	Control ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF911KYO/,/files/ENCFF113ZAT/,/files/ENCFF922JGL/,/files/ENCFF851QFR/,/files/ENCFF386XET/,/files/ENCFF658TYW/,/files/ENCFF438FAN/,/files/ENCFF102RVF/,/files/ENCFF122XBR/,/files/ENCFF790QEH/	ENCBS733PPV,ENCBS449AEF	2,1	1		Homo sapiens	adult	53	year										/replicates/9e1addfa-2e57-4700-913a-cf0ed45e658e/,/replicates/604442e9-4450-4e00-89b1-b84b8555e4ed/
/experiments/ENCSR440JAU/	ENCSR440JAU	ChIP-seq	Control ChIP-seq	Control		K562	K562	Control ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF317LUD/,/files/ENCFF338QTL/,/files/ENCFF502LLI/,/files/ENCFF325CNX/,/files/ENCFF375EPE/,/files/ENCFF663BEB/,/files/ENCFF345ODV/,/files/ENCFF836GUS/,/files/ENCFF066PHM/,/files/ENCFF716PYI/	ENCBS504MPM,ENCBS662URL	2,1	1		Homo sapiens	adult	53	year										/replicates/c84ff0de-5608-4bcd-96b4-60f03a533c19/,/replicates/aa8a2b09-a3aa-4332-b49a-48743cc0bc04/
/experiments/ENCSR625CEM/	ENCSR625CEM	ChIP-seq	Control ChIP-seq	Control		H9 genetically modified using stable transfection	H9		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF533UCC/,/files/ENCFF876LYB/,/files/ENCFF005CCH/,/files/ENCFF839VJL/,/files/ENCFF181QVQ/,/files/ENCFF910JMV/,/files/ENCFF229SZZ/,/files/ENCFF359BBF/,/files/ENCFF085ZNH/,/files/ENCFF694KXV/,/files/ENCFF902CRQ/,/files/ENCFF478PPT/,/files/ENCFF199REB/	ENCBS769EPD,ENCBS703ZDS	2,1	1		Homo sapiens	embryonic	5	day										/replicates/c1bf79a7-ed5b-4973-a873-05648a9d148f/,/replicates/81daa7e4-87ff-44c2-87e5-c35f14caaa18/
/experiments/ENCSR397ZZR/	ENCSR397ZZR	ChIP-seq	Control ChIP-seq	Control		K562	K562	Control ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF744ZJK/,/files/ENCFF513NDA/,/files/ENCFF457CIV/,/files/ENCFF529GUX/,/files/ENCFF965IQY/,/files/ENCFF732PHN/,/files/ENCFF554LOM/,/files/ENCFF926NUN/,/files/ENCFF574CMH/,/files/ENCFF648SCX/	ENCBS277GLZ,ENCBS007KQB	1,2	1		Homo sapiens	adult	53	year										/replicates/289e8efd-c336-4816-b730-238e4426cc4f/,/replicates/b39d8385-ba40-45d8-9b1e-fa3acdb4eb3a/
/experiments/ENCSR000DQS/	ENCSR000DQS	ChIP-seq	Control ChIP-seq	Control		GM06990	GM06990	Control ChIP-seq on human GM06990	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001HAZ/,/files/ENCFF001HBA/,/files/ENCFF001HBK/,/files/ENCFF897RSN/,/files/ENCFF186FRO/,/files/ENCFF262KDA/,/files/ENCFF131LGY/	ENCBS146QHV	1	1		Homo sapiens	unknown	unknown											/replicates/d1f8b8e7-b98b-4a07-b921-4390b53f8cdb/
/experiments/ENCSR000ASR/	ENCSR000ASR	ChIP-seq	Control ChIP-seq	Control		A549 treated with 100 nM dexamethasone for 1 hour	A549	Control ChIP-seq on human A549 treated with dexamethasone at 100nM	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000AGZ/,/files/ENCFF000AHA/,/files/ENCFF000AHB/,/files/ENCFF000AHE/,/files/ENCFF000AHJ/,/files/ENCFF227MOQ/,/files/ENCFF514TMK/,/files/ENCFF284JEI/,/files/ENCFF569SHN/,/files/ENCFF990BDZ/,/files/ENCFF274LEX/,/files/ENCFF800GUG/,/files/ENCFF698OND/,/files/ENCFF016EQS/,/files/ENCFF289PMY/	ENCBS160AAA,ENCBS674TBV	2,1,3	1		Homo sapiens	adult	58	year	dexamethasone	CHEBI:41879			1	hour				/replicates/52c7331b-e268-4760-ad23-e846b02c2bc5/,/replicates/b6221a50-cdbd-4ef6-b4bd-1ee5836a971c/,/replicates/b13f0307-a7c1-44ee-8174-38ec3872adce/
/experiments/ENCSR000ASS/	ENCSR000ASS	ChIP-seq	Control ChIP-seq	Control		A549 treated with 0.02% ethanol for 1 hour	A549	Control ChIP-seq on human A549 treated with 0.02% ethanol	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000AHC/,/files/ENCFF000AHD/,/files/ENCFF000AHF/,/files/ENCFF000AHM/,/files/ENCFF000AHV/,/files/ENCFF948UNV/,/files/ENCFF482SGU/,/files/ENCFF043PUQ/,/files/ENCFF114ODP/,/files/ENCFF408NTN/,/files/ENCFF987CPC/,/files/ENCFF957AOI/,/files/ENCFF502CGT/,/files/ENCFF271TLF/,/files/ENCFF122PEM/,/files/ENCFF719NBM/,/files/ENCFF550UKJ/,/files/ENCFF824LNT/	ENCBS161AAA,ENCBS340DMX,ENCBS297CID	2,1,4,3	1		Homo sapiens	adult	58	year	ethanol	CHEBI:16236			1	hour				/replicates/9c8f63f0-83ab-4ca0-b802-b4031d3a523a/,/replicates/3d29e744-1707-4f29-8d58-763a09652135/,/replicates/6aa9cbd7-454d-426c-89c0-044b6aac20c2/,/replicates/383240b0-5f4d-4cea-b24c-00e5f81c9310/
/experiments/ENCSR554XXB/	ENCSR554XXB	ChIP-seq	Control ChIP-seq	Control		common myeloid progenitor, CD34-positive female	common myeloid progenitor, CD34-positive		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF159NJV/,/files/ENCFF994MTL/,/files/ENCFF906MMV/,/files/ENCFF574LMR/,/files/ENCFF228SUH/	ENCBS912YBQ	1	1		Homo sapiens	unknown	unknown											/replicates/3a05bb04-7363-4782-9c03-df360e93c5a9/
/experiments/ENCSR895CJW/	ENCSR895CJW	ChIP-seq	Control ChIP-seq	Control		iPS-20b	iPS-20b		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF086TSJ/,/files/ENCFF938DKT/,/files/ENCFF504XJQ/,/files/ENCFF237VUT/,/files/ENCFF253VBF/,/files/ENCFF678RKZ/,/files/ENCFF155ZQO/,/files/ENCFF611EVF/,/files/ENCFF256TIW/	ENCBS606XXJ	1	4		Homo sapiens	adult	55	year										/replicates/6f364b5c-065b-4cea-88e0-1e0d5151dc27/
/experiments/ENCSR000DNB/	ENCSR000DNB	ChIP-seq	Control ChIP-seq	Control		A549	A549	Control ChIP-seq on human A549	Vishwanath Iyer, UTA	ENCODE	released	/files/ENCFF000RMA/,/files/ENCFF000RMD/,/files/ENCFF000RMI/,/files/ENCFF721CZL/,/files/ENCFF810XBE/,/files/ENCFF020BND/,/files/ENCFF806HUC/	ENCBS162AAA	1	1		Homo sapiens	adult	58	year										/replicates/3fc16b56-6f23-483f-9fd6-6cacb230dac1/
/experiments/ENCSR247NUF/	ENCSR247NUF	ChIP-seq	Control ChIP-seq	Control		colonic mucosa female adult (56 years)	colonic mucosa		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF131YWN/,/files/ENCFF994OXJ/,/files/ENCFF284FRV/,/files/ENCFF489KLF/,/files/ENCFF715ZRV/,/files/ENCFF556KHR/,/files/ENCFF482FHF/,/files/ENCFF207QUU/	ENCBS601ZFR	1	4		Homo sapiens	adult	56	year										/replicates/f6a79310-90af-410e-8598-3facca36cdea/
/experiments/ENCSR000AUW/	ENCSR000AUW	ChIP-seq	Control ChIP-seq	Control		B cell female adult (27 years)	B cell	ChIP-seq on human CD20+ Control	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000AMC/,/files/ENCFF000AMM/,/files/ENCFF128SFZ/,/files/ENCFF849QON/,/files/ENCFF825GGQ/,/files/ENCFF248YTS/	ENCBS400ARI	1	1		Homo sapiens	adult	27	year										/replicates/179f0cf5-9573-4b35-8a31-95b903033a17/
/experiments/ENCSR580WGM/	ENCSR580WGM	ChIP-seq	Control ChIP-seq	Control		iPS-18a	iPS-18a		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF847RFH/,/files/ENCFF802ZZZ/,/files/ENCFF965SVG/,/files/ENCFF732BVW/,/files/ENCFF054AIM/,/files/ENCFF815XJQ/,/files/ENCFF564VUW/,/files/ENCFF069BVD/,/files/ENCFF984QHD/	ENCBS463LFL	1	4		Homo sapiens	adult	48	year										/replicates/03dfc4e8-bdc5-44da-94c6-9d8df075040a/
/experiments/ENCSR879FMB/	ENCSR879FMB	ChIP-seq	Control ChIP-seq	Control		neurosphere female embryo (17 weeks) originated from ganglionic eminence	neurosphere		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF142KSC/,/files/SRR2172581/,/files/ENCFF047HVQ/,/files/ENCFF052YCU/,/files/ENCFF448ZQW/,/files/ENCFF029RDE/,/files/ENCFF123YVZ/	ENCBS627BFF	1	1		Homo sapiens	embryonic	17	week										/replicates/06f485fe-66ad-4c3f-b98e-dbe3ca4070f1/
/experiments/ENCSR000DXG/	ENCSR000DXG	ChIP-seq	Control ChIP-seq	Control		bronchial epithelial cell	bronchial epithelial cell	Control ChIP-seq on human SAEC	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001HWX/,/files/ENCFF001HWZ/,/files/ENCFF001HXF/,/files/ENCFF948UIP/,/files/ENCFF682GMA/,/files/ENCFF512ZCH/,/files/ENCFF727MWW/	ENCBS184XYA	1	1		Homo sapiens	unknown	unknown											/replicates/7df2f760-c55d-4a16-bc69-5d596a8f2e47/
/experiments/ENCSR000EEN/	ENCSR000EEN	ChIP-seq	Control ChIP-seq	rabbit-IgG-control		HepG2	HepG2	Control ChIP-seq on human HepG2	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000XSJ/,/files/ENCFF000XSN/,/files/ENCFF000XTF/,/files/ENCFF050KJB/,/files/ENCFF107SKX/,/files/ENCFF176RYY/,/files/ENCFF165KZY/	ENCBS950MSQ	1	1	ENCAB000AOJ	Homo sapiens	child	15	year										/replicates/66090b7c-51aa-499c-a251-e178f19abbfa/
/experiments/ENCSR264HOB/	ENCSR264HOB	ChIP-seq	Control ChIP-seq	Control		MM.1S	MM.1S		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF169TIB/,/files/ENCFF630PTQ/,/files/ENCFF137UFY/,/files/ENCFF872XUV/,/files/ENCFF349PCE/,/files/ENCFF011BPU/,/files/ENCFF014IHG/,/files/ENCFF438KJC/,/files/ENCFF550VRT/,/files/ENCFF466ORS/,/files/ENCFF910KYS/,/files/ENCFF552BJI/,/files/ENCFF910GVQ/,/files/ENCFF824DBS/,/files/ENCFF880UAU/,/files/ENCFF186KKP/	ENCBS981ZAE,ENCBS241TLI,ENCBS205VYW	2,1,3	1,2		Homo sapiens	adult	42	year										/replicates/f868e843-6ba6-4c08-9aef-ce76bc09fdeb/,/replicates/b080b950-8517-46f6-a611-bb67591ca8db/,/replicates/8941c3a1-ba4e-4a2d-a888-e6d5ce939aec/,/replicates/64b914db-6b54-4f8e-8a19-dfbdf756b7a9/
/experiments/ENCSR610YRT/	ENCSR610YRT	ChIP-seq	Control ChIP-seq	Control		A549	A549	Control ChIP-seq on human A549	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF591BZH/,/files/ENCFF547CHJ/,/files/ENCFF002EIK/,/files/ENCFF002EIL/,/files/ENCFF002EIM/,/files/ENCFF002EIP/,/files/ENCFF321TUP/,/files/ENCFF806YIH/,/files/ENCFF200GTH/,/files/ENCFF794LPI/,/files/ENCFF419UIG/,/files/ENCFF189KJV/	ENCBS848SUF,ENCBS611JSC	2,1	1		Homo sapiens	adult	58	year										/replicates/f3032bdf-8a1b-48a6-af5b-d6b79b00d902/,/replicates/3aa36d29-2e87-4303-9f4b-9a7d98fa963a/
/experiments/ENCSR000DPH/	ENCSR000DPH	ChIP-seq	Control ChIP-seq	Control		AG04449	AG04449	Control ChIP-seq on human AG04449	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001GWG/,/files/ENCFF001GWH/,/files/ENCFF001GWR/,/files/ENCFF430CVT/,/files/ENCFF353NNK/,/files/ENCFF083JSC/,/files/ENCFF509FDD/	ENCBS747YUA	1	1		Homo sapiens	embryonic	12	week										/replicates/6a41b24e-c56a-44a5-ad23-a72f234a3667/
/experiments/ENCSR287XMW/	ENCSR287XMW	ChIP-seq	Control ChIP-seq	Control		mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9	mid-neurogenesis radial glial cells		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF915IQQ/,/files/ENCFF697MPQ/,/files/ENCFF243LBL/,/files/ENCFF854BYF/,/files/ENCFF070SWI/,/files/ENCFF164YRT/,/files/ENCFF251JQE/,/files/ENCFF495KCW/,/files/ENCFF231TXH/,/files/ENCFF277VON/,/files/ENCFF850PQD/,/files/ENCFF967RRE/	ENCBS355KGI,ENCBS741FXQ	1,2	1		Homo sapiens	embryonic	5	day										/replicates/c5b2aa4a-4d4a-4ad1-93c4-2e235b271c84/,/replicates/b42591b2-d635-435d-a8cd-b942886cdcb6/
/experiments/ENCSR000FAB/	ENCSR000FAB	ChIP-seq	Control ChIP-seq	Control		K562 treated with interferon alpha for 30 minutes	K562	Control ChIP-seq on human K562 treated with IFNa for 30 minutes	Sherman Weissman, Yale	ENCODE	released	/files/ENCFF000YQE/,/files/ENCFF000YOV/,/files/ENCFF000YQD/,/files/ENCFF037IQU/,/files/ENCFF650MOB/,/files/ENCFF654HJW/,/files/ENCFF767FSP/	ENCBS852AAA	1	1		Homo sapiens	adult	53	year	interferon alpha	CHEBI:50847			30.0	minute				/replicates/e0ab54fc-0f81-4fd5-8e9e-8c1c9a95a1cb/
/experiments/ENCSR484VGD/	ENCSR484VGD	ChIP-seq	Control ChIP-seq	Control		myoepithelial cell of mammary gland female adult (33 years)	myoepithelial cell of mammary gland		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF160YNG/,/files/SRR2172892/,/files/ENCFF099PYU/,/files/ENCFF967NFM/,/files/ENCFF200RNQ/,/files/ENCFF367JAL/,/files/ENCFF989CBF/	ENCBS273NAA	1	1		Homo sapiens	adult	33	year										/replicates/a0389b77-b065-47d0-a547-6f4512e98977/
/experiments/ENCSR000EAO/	ENCSR000EAO	ChIP-seq	Control ChIP-seq	mouse-IgG-control		GM12892	GM12892	Control ChIP-seq on human GM12892	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000WIQ/,/files/ENCFF000WIR/,/files/ENCFF000WIS/,/files/ENCFF000WIT/,/files/ENCFF000WIX/,/files/ENCFF799TFW/,/files/ENCFF822OPC/,/files/ENCFF065KDD/,/files/ENCFF419ZAO/	ENCBS781AAA	2,1	1	ENCAB000AOG	Homo sapiens	unknown	unknown											/replicates/4cbc8bee-7c35-4265-ac3f-6321e6a10781/,/replicates/cb1bb8f8-0bf6-498c-9638-516659a669dd/
/experiments/ENCSR173FCJ/	ENCSR173FCJ	ChIP-seq	Control ChIP-seq	Control		luminal epithelial cell of mammary gland female adult (33 years)	luminal epithelial cell of mammary gland		Joseph Costello, UCSF	Roadmap	released	/files/SRR2172899/,/files/ENCFF200UCY/,/files/ENCFF027QDX/,/files/ENCFF783BSQ/,/files/ENCFF255ABL/,/files/ENCFF184BZV/	ENCBS792MMK	1	1		Homo sapiens	adult	33	year										/replicates/e1ff8e58-eba9-42a6-bf15-c77ae2fe6c8d/
/experiments/ENCSR803UDX/	ENCSR803UDX	ChIP-seq	Control ChIP-seq	Control		neuroepithelial stem cell genetically modified using stable transfection originated from H9	neuroepithelial stem cell		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF193VNF/,/files/ENCFF285EAP/,/files/ENCFF299QHU/,/files/ENCFF531PAG/,/files/ENCFF201DDL/,/files/ENCFF307KLI/,/files/ENCFF484PBB/,/files/ENCFF037MPZ/,/files/ENCFF339IBW/,/files/ENCFF930INE/	ENCBS363SWF,ENCBS435FHS	1,2	1		Homo sapiens	embryonic	5	day										/replicates/71dad80e-8924-4192-a9af-16046d930c2c/,/replicates/3eb58bcb-f346-475e-9d48-f06973480134/
/experiments/ENCSR000BMS/	ENCSR000BMS	ChIP-seq	Control ChIP-seq	Control		GM12878	GM12878	Control ChIP-seq protocol v041610.1 on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000ODH/,/files/ENCFF000ODI/,/files/ENCFF000ODP/,/files/ENCFF294LIH/,/files/ENCFF488YYE/,/files/ENCFF651WEV/,/files/ENCFF963CVB/	ENCBS110ENC	1	1		Homo sapiens	adult	unknown											/replicates/85eddb01-9d86-4102-bdd3-107f77a79e0c/
/experiments/ENCSR689ICI/	ENCSR689ICI	ChIP-seq	Control ChIP-seq	Control		radial glial cell genetically modified using stable transfection originated from H9	radial glial cell		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF818TFX/,/files/ENCFF359FCM/,/files/ENCFF826JDD/,/files/ENCFF853PAD/,/files/ENCFF657IMK/,/files/ENCFF405YHH/,/files/ENCFF947MSE/,/files/ENCFF662WJR/,/files/ENCFF912MQZ/,/files/ENCFF197JML/,/files/ENCFF739SKR/,/files/ENCFF382QUP/	ENCBS772AEX,ENCBS008AOU	1,2	1		Homo sapiens	embryonic	5	day										/replicates/9496c3b3-9d42-4ca9-8fee-43cab5ad515f/,/replicates/3f67c49d-84c4-4f59-97a8-b15c569eed86/
